Score report for run H

W    1 Answer key says      YES; system says  UNKNOWN
W  547 Answer key says      YES; system says  UNKNOWN
W  548 Answer key says      YES; system says  UNKNOWN
W  549 Answer key says      YES; system says  UNKNOWN
W  550 Answer key says      YES; system says  UNKNOWN
W  551 Answer key says       NO; system says  UNKNOWN
W  552 Answer key says      YES; system says  UNKNOWN
W  553 Answer key says      YES; system says  UNKNOWN
R  554 Answer key says  UNKNOWN; system says  UNKNOWN
R  555 Answer key says  UNKNOWN; system says  UNKNOWN
W  556 Answer key says      YES; system says  UNKNOWN
W  557 Answer key says      YES; system says  UNKNOWN
R  558 Answer key says  UNKNOWN; system says  UNKNOWN
W  559 Answer key says      YES; system says  UNKNOWN
W  560 Answer key says      YES; system says  UNKNOWN
W  561 Answer key says      YES; system says  UNKNOWN
R  562 Answer key says  UNKNOWN; system says  UNKNOWN
R  563 Answer key says  UNKNOWN; system says  UNKNOWN
R  564 Answer key says  UNKNOWN; system says  UNKNOWN
R  565 Answer key says  UNKNOWN; system says  UNKNOWN
W  566 Answer key says      YES; system says  UNKNOWN
R  567 Answer key says  UNKNOWN; system says  UNKNOWN
R  568 Answer key says  UNKNOWN; system says  UNKNOWN
W  569 Answer key says      YES; system says  UNKNOWN
R  570 Answer key says  UNKNOWN; system says  UNKNOWN
R  571 Answer key says  UNKNOWN; system says  UNKNOWN
R  572 Answer key says  UNKNOWN; system says  UNKNOWN
R  573 Answer key says  UNKNOWN; system says  UNKNOWN
W  574 Answer key says      YES; system says  UNKNOWN
W  575 Answer key says       NO; system says      YES
W  576 Answer key says      YES; system says  UNKNOWN
R  577 Answer key says  UNKNOWN; system says  UNKNOWN
R  578 Answer key says  UNKNOWN; system says  UNKNOWN
R  579 Answer key says  UNKNOWN; system says  UNKNOWN
R  580 Answer key says  UNKNOWN; system says  UNKNOWN
R  581 Answer key says  UNKNOWN; system says  UNKNOWN
W  582 Answer key says      YES; system says  UNKNOWN
W  583 Answer key says      YES; system says  UNKNOWN
R  584 Answer key says  UNKNOWN; system says  UNKNOWN
R  585 Answer key says  UNKNOWN; system says  UNKNOWN
R  586 Answer key says  UNKNOWN; system says  UNKNOWN
W  587 Answer key says      YES; system says  UNKNOWN
W  588 Answer key says      YES; system says  UNKNOWN
R  589 Answer key says  UNKNOWN; system says  UNKNOWN
R  590 Answer key says  UNKNOWN; system says  UNKNOWN
W  591 Answer key says      YES; system says  UNKNOWN
R  592 Answer key says  UNKNOWN; system says  UNKNOWN
R  593 Answer key says  UNKNOWN; system says  UNKNOWN
W  594 Answer key says      YES; system says  UNKNOWN
W  595 Answer key says      YES; system says  UNKNOWN
W  596 Answer key says      YES; system says  UNKNOWN
R  597 Answer key says  UNKNOWN; system says  UNKNOWN
W  598 Answer key says      YES; system says  UNKNOWN
W  599 Answer key says       NO; system says  UNKNOWN
W  600 Answer key says      YES; system says  UNKNOWN
R  601 Answer key says  UNKNOWN; system says  UNKNOWN
R  602 Answer key says  UNKNOWN; system says  UNKNOWN
W  603 Answer key says      YES; system says  UNKNOWN
R  604 Answer key says      YES; system says      YES
W  605 Answer key says      YES; system says  UNKNOWN
R  606 Answer key says      YES; system says      YES
W  607 Answer key says      YES; system says  UNKNOWN
W  608 Answer key says      YES; system says  UNKNOWN
W  609 Answer key says       NO; system says  UNKNOWN
R  610 Answer key says  UNKNOWN; system says  UNKNOWN
R  611 Answer key says  UNKNOWN; system says  UNKNOWN
W  612 Answer key says      YES; system says  UNKNOWN
R  613 Answer key says  UNKNOWN; system says  UNKNOWN
W  614 Answer key says      YES; system says  UNKNOWN
W  615 Answer key says      YES; system says  UNKNOWN
W  616 Answer key says      YES; system says  UNKNOWN
W  617 Answer key says      YES; system says  UNKNOWN
W  618 Answer key says      YES; system says  UNKNOWN
R  619 Answer key says  UNKNOWN; system says  UNKNOWN
W  620 Answer key says      YES; system says  UNKNOWN
R  621 Answer key says  UNKNOWN; system says  UNKNOWN
W  622 Answer key says      YES; system says  UNKNOWN
W  623 Answer key says      YES; system says  UNKNOWN
R  624 Answer key says      YES; system says      YES
W  625 Answer key says      YES; system says  UNKNOWN
W  626 Answer key says      YES; system says  UNKNOWN
W  627 Answer key says      YES; system says  UNKNOWN
R  628 Answer key says  UNKNOWN; system says  UNKNOWN
W  629 Answer key says      YES; system says  UNKNOWN
W  630 Answer key says       NO; system says  UNKNOWN
W  631 Answer key says      YES; system says  UNKNOWN
W  632 Answer key says      YES; system says  UNKNOWN
W  633 Answer key says       NO; system says  UNKNOWN
R  634 Answer key says  UNKNOWN; system says  UNKNOWN
W  635 Answer key says      YES; system says  UNKNOWN
R  636 Answer key says  UNKNOWN; system says  UNKNOWN
W  637 Answer key says      YES; system says  UNKNOWN
W  638 Answer key says       NO; system says  UNKNOWN
W  639 Answer key says      YES; system says  UNKNOWN
W  640 Answer key says      YES; system says  UNKNOWN
R  641 Answer key says  UNKNOWN; system says  UNKNOWN
W  642 Answer key says      YES; system says  UNKNOWN
W  643 Answer key says      YES; system says  UNKNOWN
R  644 Answer key says  UNKNOWN; system says  UNKNOWN
R  645 Answer key says  UNKNOWN; system says  UNKNOWN
W  646 Answer key says      YES; system says  UNKNOWN
R  647 Answer key says  UNKNOWN; system says  UNKNOWN
R  648 Answer key says      YES; system says      YES
W  649 Answer key says       NO; system says  UNKNOWN
W  650 Answer key says      YES; system says  UNKNOWN
R  651 Answer key says      YES; system says      YES
W  652 Answer key says       NO; system says  UNKNOWN
R  653 Answer key says  UNKNOWN; system says  UNKNOWN
W  654 Answer key says       NO; system says  UNKNOWN
R  655 Answer key says  UNKNOWN; system says  UNKNOWN
R  656 Answer key says  UNKNOWN; system says  UNKNOWN
W  657 Answer key says      YES; system says  UNKNOWN
W  658 Answer key says      YES; system says  UNKNOWN
W  659 Answer key says      YES; system says  UNKNOWN
W  660 Answer key says      YES; system says  UNKNOWN
W  661 Answer key says       NO; system says      YES
W  662 Answer key says      YES; system says  UNKNOWN
W  663 Answer key says      YES; system says  UNKNOWN
W  664 Answer key says  UNKNOWN; system says      YES
R  665 Answer key says  UNKNOWN; system says  UNKNOWN
W  666 Answer key says  UNKNOWN; system says      YES
W  667 Answer key says      YES; system says  UNKNOWN
R  668 Answer key says      YES; system says      YES
R  669 Answer key says  UNKNOWN; system says  UNKNOWN
R  670 Answer key says  UNKNOWN; system says  UNKNOWN
W  671 Answer key says      YES; system says  UNKNOWN
W  672 Answer key says  UNKNOWN; system says      YES
R  673 Answer key says  UNKNOWN; system says  UNKNOWN
W  674 Answer key says      YES; system says  UNKNOWN
W  675 Answer key says      YES; system says  UNKNOWN
W  676 Answer key says      YES; system says  UNKNOWN
W  677 Answer key says      YES; system says  UNKNOWN
R  678 Answer key says  UNKNOWN; system says  UNKNOWN
W  679 Answer key says      YES; system says  UNKNOWN
R  680 Answer key says  UNKNOWN; system says  UNKNOWN
W  681 Answer key says      YES; system says  UNKNOWN
W  682 Answer key says       NO; system says  UNKNOWN
W  683 Answer key says      YES; system says  UNKNOWN
W  684 Answer key says      YES; system says  UNKNOWN
R  685 Answer key says  UNKNOWN; system says  UNKNOWN
W  686 Answer key says       NO; system says  UNKNOWN
W  687 Answer key says      YES; system says  UNKNOWN
W  688 Answer key says      YES; system says  UNKNOWN
W  689 Answer key says      YES; system says  UNKNOWN
W  690 Answer key says      YES; system says  UNKNOWN
W  691 Answer key says       NO; system says  UNKNOWN
W  692 Answer key says  UNKNOWN; system says      YES
W  693 Answer key says      YES; system says  UNKNOWN
W  694 Answer key says      YES; system says  UNKNOWN
W  695 Answer key says      YES; system says  UNKNOWN
R  696 Answer key says  UNKNOWN; system says  UNKNOWN
R  697 Answer key says      YES; system says      YES
W  698 Answer key says       NO; system says      YES
W  699 Answer key says      YES; system says  UNKNOWN
R  700 Answer key says  UNKNOWN; system says  UNKNOWN
R  701 Answer key says  UNKNOWN; system says  UNKNOWN
W  702 Answer key says      YES; system says  UNKNOWN
R  703 Answer key says  UNKNOWN; system says  UNKNOWN
R  704 Answer key says  UNKNOWN; system says  UNKNOWN
R  705 Answer key says      YES; system says      YES
W  706 Answer key says      YES; system says  UNKNOWN
R  707 Answer key says  UNKNOWN; system says  UNKNOWN
W  708 Answer key says      YES; system says  UNKNOWN
R  709 Answer key says  UNKNOWN; system says  UNKNOWN
R  710 Answer key says  UNKNOWN; system says  UNKNOWN
R  711 Answer key says  UNKNOWN; system says  UNKNOWN
W  712 Answer key says      YES; system says  UNKNOWN
W  713 Answer key says      YES; system says  UNKNOWN
W  714 Answer key says       NO; system says  UNKNOWN
R  715 Answer key says  UNKNOWN; system says  UNKNOWN
W  716 Answer key says      YES; system says  UNKNOWN
W  717 Answer key says      YES; system says  UNKNOWN
W  718 Answer key says      YES; system says  UNKNOWN
W  719 Answer key says      YES; system says  UNKNOWN
W  720 Answer key says      YES; system says  UNKNOWN
W  721 Answer key says      YES; system says  UNKNOWN
W  722 Answer key says      YES; system says  UNKNOWN
W  723 Answer key says      YES; system says  UNKNOWN
W  724 Answer key says      YES; system says  UNKNOWN
R  725 Answer key says      YES; system says      YES
W  726 Answer key says       NO; system says  UNKNOWN
R  727 Answer key says  UNKNOWN; system says  UNKNOWN
W  728 Answer key says      YES; system says  UNKNOWN
W  729 Answer key says       NO; system says  UNKNOWN
W  730 Answer key says      YES; system says  UNKNOWN
W  731 Answer key says      YES; system says  UNKNOWN
W  732 Answer key says      YES; system says  UNKNOWN
W  733 Answer key says      YES; system says  UNKNOWN
R  734 Answer key says      YES; system says      YES
R  735 Answer key says      YES; system says      YES
W  736 Answer key says      YES; system says  UNKNOWN
R  737 Answer key says  UNKNOWN; system says  UNKNOWN
R  738 Answer key says  UNKNOWN; system says  UNKNOWN
W  739 Answer key says      YES; system says  UNKNOWN
R  740 Answer key says  UNKNOWN; system says  UNKNOWN
R  741 Answer key says  UNKNOWN; system says  UNKNOWN
R  742 Answer key says  UNKNOWN; system says  UNKNOWN
R  743 Answer key says  UNKNOWN; system says  UNKNOWN
W  744 Answer key says      YES; system says  UNKNOWN
W  745 Answer key says      YES; system says  UNKNOWN
R  746 Answer key says  UNKNOWN; system says  UNKNOWN
R  747 Answer key says  UNKNOWN; system says  UNKNOWN
W  748 Answer key says      YES; system says  UNKNOWN
R  749 Answer key says  UNKNOWN; system says  UNKNOWN
W  750 Answer key says      YES; system says  UNKNOWN
W  751 Answer key says      YES; system says  UNKNOWN
R  752 Answer key says  UNKNOWN; system says  UNKNOWN
W  753 Answer key says      YES; system says  UNKNOWN
W  754 Answer key says      YES; system says  UNKNOWN
R  755 Answer key says  UNKNOWN; system says  UNKNOWN
W  756 Answer key says      YES; system says  UNKNOWN
W  757 Answer key says      YES; system says  UNKNOWN
W  758 Answer key says      YES; system says  UNKNOWN
R  759 Answer key says  UNKNOWN; system says  UNKNOWN
R  760 Answer key says  UNKNOWN; system says  UNKNOWN
W  761 Answer key says      YES; system says  UNKNOWN
R  762 Answer key says  UNKNOWN; system says  UNKNOWN
W  763 Answer key says      YES; system says  UNKNOWN
W  764 Answer key says      YES; system says  UNKNOWN
W  765 Answer key says       NO; system says  UNKNOWN
W  766 Answer key says      YES; system says  UNKNOWN
R  767 Answer key says  UNKNOWN; system says  UNKNOWN
W  768 Answer key says      YES; system says  UNKNOWN
W  769 Answer key says       NO; system says      YES
W  770 Answer key says       NO; system says  UNKNOWN
R  771 Answer key says      YES; system says      YES
R  772 Answer key says  UNKNOWN; system says  UNKNOWN
W  773 Answer key says      YES; system says  UNKNOWN
R  774 Answer key says      YES; system says      YES
R  775 Answer key says  UNKNOWN; system says  UNKNOWN
R  776 Answer key says  UNKNOWN; system says  UNKNOWN
W  777 Answer key says      YES; system says  UNKNOWN
W  778 Answer key says      YES; system says  UNKNOWN
W  779 Answer key says      YES; system says  UNKNOWN
W  780 Answer key says       NO; system says  UNKNOWN
R  781 Answer key says  UNKNOWN; system says  UNKNOWN
W  782 Answer key says      YES; system says  UNKNOWN
R  783 Answer key says  UNKNOWN; system says  UNKNOWN
W  784 Answer key says      YES; system says  UNKNOWN
R  785 Answer key says  UNKNOWN; system says  UNKNOWN
W  786 Answer key says      YES; system says  UNKNOWN
W  787 Answer key says      YES; system says  UNKNOWN
W  788 Answer key says  UNKNOWN; system says      YES
R  789 Answer key says  UNKNOWN; system says  UNKNOWN
W  790 Answer key says      YES; system says  UNKNOWN
W  791 Answer key says      YES; system says  UNKNOWN
R  792 Answer key says  UNKNOWN; system says  UNKNOWN
R  793 Answer key says  UNKNOWN; system says  UNKNOWN
W  794 Answer key says       NO; system says  UNKNOWN
W  795 Answer key says      YES; system says  UNKNOWN
W  796 Answer key says      YES; system says  UNKNOWN
W  797 Answer key says       NO; system says  UNKNOWN
R  798 Answer key says  UNKNOWN; system says  UNKNOWN
R  799 Answer key says  UNKNOWN; system says  UNKNOWN
R  800 Answer key says  UNKNOWN; system says  UNKNOWN


Contingency table of responses
	  Y    U    N	<-----System says
Y	  56  354    0
U	  13  305    0
N	  11   61    0
|
+---------- Key says


Accuracy: 0.451
F(b=1/3): 0.310	 (F computed over YES and NO responses only)
	precision: 0.700
	recall:    0.116
