Score report for run E

W    1 Answer key says      YES; system says  UNKNOWN
R  570 Answer key says  UNKNOWN; system says  UNKNOWN
R  571 Answer key says  UNKNOWN; system says  UNKNOWN
R  572 Answer key says  UNKNOWN; system says  UNKNOWN
R  573 Answer key says  UNKNOWN; system says  UNKNOWN
W  574 Answer key says      YES; system says  UNKNOWN
W  575 Answer key says       NO; system says      YES
W  576 Answer key says      YES; system says  UNKNOWN
R  577 Answer key says  UNKNOWN; system says  UNKNOWN
W  578 Answer key says  UNKNOWN; system says       NO
R  579 Answer key says  UNKNOWN; system says  UNKNOWN
R  580 Answer key says  UNKNOWN; system says  UNKNOWN
R  581 Answer key says  UNKNOWN; system says  UNKNOWN
W  582 Answer key says      YES; system says  UNKNOWN
R  583 Answer key says      YES; system says      YES
R  584 Answer key says  UNKNOWN; system says  UNKNOWN
W  585 Answer key says  UNKNOWN; system says       NO
R  586 Answer key says  UNKNOWN; system says  UNKNOWN
R  587 Answer key says      YES; system says      YES
R  588 Answer key says      YES; system says      YES
W  589 Answer key says  UNKNOWN; system says       NO
W  590 Answer key says  UNKNOWN; system says       NO
R  591 Answer key says      YES; system says      YES
W  592 Answer key says  UNKNOWN; system says       NO
R  593 Answer key says  UNKNOWN; system says  UNKNOWN
R  594 Answer key says      YES; system says      YES
R  595 Answer key says      YES; system says      YES
W  596 Answer key says      YES; system says  UNKNOWN
R  597 Answer key says  UNKNOWN; system says  UNKNOWN
W  598 Answer key says      YES; system says  UNKNOWN
W  599 Answer key says       NO; system says  UNKNOWN
R  600 Answer key says      YES; system says      YES
W  601 Answer key says  UNKNOWN; system says      YES
R  602 Answer key says  UNKNOWN; system says  UNKNOWN
W  603 Answer key says      YES; system says  UNKNOWN
R  604 Answer key says      YES; system says      YES
W  605 Answer key says      YES; system says  UNKNOWN
W  606 Answer key says      YES; system says  UNKNOWN
W  607 Answer key says      YES; system says  UNKNOWN
W  608 Answer key says      YES; system says  UNKNOWN
W  609 Answer key says       NO; system says  UNKNOWN
R  610 Answer key says  UNKNOWN; system says  UNKNOWN
R  611 Answer key says  UNKNOWN; system says  UNKNOWN
W  612 Answer key says      YES; system says  UNKNOWN
W  613 Answer key says  UNKNOWN; system says       NO
R  614 Answer key says      YES; system says      YES
W  615 Answer key says      YES; system says  UNKNOWN
W  616 Answer key says      YES; system says  UNKNOWN
R  617 Answer key says      YES; system says      YES
R  618 Answer key says      YES; system says      YES
R  619 Answer key says  UNKNOWN; system says  UNKNOWN
W  620 Answer key says      YES; system says  UNKNOWN
R  621 Answer key says  UNKNOWN; system says  UNKNOWN
R  622 Answer key says      YES; system says      YES
W  623 Answer key says      YES; system says  UNKNOWN
R  624 Answer key says      YES; system says      YES
W  625 Answer key says      YES; system says  UNKNOWN
W  626 Answer key says      YES; system says  UNKNOWN
W  627 Answer key says      YES; system says  UNKNOWN
W  628 Answer key says  UNKNOWN; system says      YES
R  629 Answer key says      YES; system says      YES
W  630 Answer key says       NO; system says  UNKNOWN
R  631 Answer key says      YES; system says      YES
R  632 Answer key says      YES; system says      YES
W  633 Answer key says       NO; system says  UNKNOWN
W  634 Answer key says  UNKNOWN; system says      YES
R  635 Answer key says      YES; system says      YES
R  636 Answer key says  UNKNOWN; system says  UNKNOWN
W  637 Answer key says      YES; system says  UNKNOWN
W  638 Answer key says       NO; system says  UNKNOWN
W  639 Answer key says      YES; system says  UNKNOWN
R  640 Answer key says      YES; system says      YES
W  641 Answer key says  UNKNOWN; system says      YES
W  642 Answer key says      YES; system says  UNKNOWN
R  643 Answer key says      YES; system says      YES
W  644 Answer key says  UNKNOWN; system says      YES
W  645 Answer key says  UNKNOWN; system says      YES
R  646 Answer key says      YES; system says      YES
W  647 Answer key says  UNKNOWN; system says      YES
W  648 Answer key says      YES; system says  UNKNOWN
W  649 Answer key says       NO; system says      YES
R  650 Answer key says      YES; system says      YES
W  651 Answer key says      YES; system says  UNKNOWN
W  652 Answer key says       NO; system says  UNKNOWN
W  653 Answer key says  UNKNOWN; system says      YES
W  654 Answer key says       NO; system says      YES
R  655 Answer key says  UNKNOWN; system says  UNKNOWN
R  656 Answer key says  UNKNOWN; system says  UNKNOWN
R  657 Answer key says      YES; system says      YES
R  658 Answer key says      YES; system says      YES
W  659 Answer key says      YES; system says  UNKNOWN
R  660 Answer key says      YES; system says      YES
W  661 Answer key says       NO; system says      YES
R  662 Answer key says      YES; system says      YES
R  663 Answer key says      YES; system says      YES
W  664 Answer key says  UNKNOWN; system says      YES
W  665 Answer key says  UNKNOWN; system says      YES
W  666 Answer key says  UNKNOWN; system says      YES
R  667 Answer key says      YES; system says      YES
W  668 Answer key says      YES; system says  UNKNOWN
R  669 Answer key says  UNKNOWN; system says  UNKNOWN
R  670 Answer key says  UNKNOWN; system says  UNKNOWN
R  671 Answer key says      YES; system says      YES
R  672 Answer key says  UNKNOWN; system says  UNKNOWN
W  673 Answer key says  UNKNOWN; system says      YES
R  674 Answer key says      YES; system says      YES
R  675 Answer key says      YES; system says      YES
R  676 Answer key says      YES; system says      YES
W  677 Answer key says      YES; system says  UNKNOWN
R  678 Answer key says  UNKNOWN; system says  UNKNOWN
R  679 Answer key says      YES; system says      YES
W  680 Answer key says  UNKNOWN; system says      YES
W  681 Answer key says      YES; system says  UNKNOWN
W  682 Answer key says       NO; system says  UNKNOWN
R  683 Answer key says      YES; system says      YES
R  684 Answer key says      YES; system says      YES
R  685 Answer key says  UNKNOWN; system says  UNKNOWN
W  686 Answer key says       NO; system says      YES
R  687 Answer key says      YES; system says      YES
R  688 Answer key says      YES; system says      YES
W  689 Answer key says      YES; system says  UNKNOWN
R  690 Answer key says      YES; system says      YES
W  691 Answer key says       NO; system says      YES
W  692 Answer key says  UNKNOWN; system says      YES
R  693 Answer key says      YES; system says      YES
R  694 Answer key says      YES; system says      YES
W  695 Answer key says      YES; system says  UNKNOWN
W  696 Answer key says  UNKNOWN; system says      YES
R  697 Answer key says      YES; system says      YES
W  698 Answer key says       NO; system says      YES
W  699 Answer key says      YES; system says  UNKNOWN
R  700 Answer key says  UNKNOWN; system says  UNKNOWN
R  701 Answer key says  UNKNOWN; system says  UNKNOWN
W  702 Answer key says      YES; system says  UNKNOWN
W  703 Answer key says  UNKNOWN; system says      YES
R  704 Answer key says  UNKNOWN; system says  UNKNOWN
R  705 Answer key says      YES; system says      YES
R  706 Answer key says      YES; system says      YES
R  707 Answer key says  UNKNOWN; system says  UNKNOWN
W  708 Answer key says      YES; system says  UNKNOWN
W  709 Answer key says  UNKNOWN; system says      YES
W  710 Answer key says  UNKNOWN; system says      YES
W  711 Answer key says  UNKNOWN; system says      YES
R  712 Answer key says      YES; system says      YES
W  713 Answer key says      YES; system says  UNKNOWN
W  714 Answer key says       NO; system says      YES
R  715 Answer key says  UNKNOWN; system says  UNKNOWN
R  716 Answer key says      YES; system says      YES
R  717 Answer key says      YES; system says      YES
R  718 Answer key says      YES; system says      YES
R  719 Answer key says      YES; system says      YES
W  720 Answer key says      YES; system says  UNKNOWN
R  721 Answer key says      YES; system says      YES
R  722 Answer key says      YES; system says      YES
R  723 Answer key says      YES; system says      YES
R  724 Answer key says      YES; system says      YES
R  725 Answer key says      YES; system says      YES
W  726 Answer key says       NO; system says      YES
R  727 Answer key says  UNKNOWN; system says  UNKNOWN
R  728 Answer key says      YES; system says      YES
W  729 Answer key says       NO; system says      YES
W  730 Answer key says      YES; system says  UNKNOWN
R  731 Answer key says      YES; system says      YES
R  732 Answer key says      YES; system says      YES
R  733 Answer key says      YES; system says      YES
W  734 Answer key says      YES; system says  UNKNOWN
R  735 Answer key says      YES; system says      YES
R  736 Answer key says      YES; system says      YES
W  737 Answer key says  UNKNOWN; system says      YES
R  738 Answer key says  UNKNOWN; system says  UNKNOWN
R  739 Answer key says      YES; system says      YES
R  740 Answer key says  UNKNOWN; system says  UNKNOWN
R  741 Answer key says  UNKNOWN; system says  UNKNOWN
R  742 Answer key says  UNKNOWN; system says  UNKNOWN
R  743 Answer key says  UNKNOWN; system says  UNKNOWN
R  744 Answer key says      YES; system says      YES
R  745 Answer key says      YES; system says      YES
W  746 Answer key says  UNKNOWN; system says      YES
R  747 Answer key says  UNKNOWN; system says  UNKNOWN
R  748 Answer key says      YES; system says      YES
R  749 Answer key says  UNKNOWN; system says  UNKNOWN
R  750 Answer key says      YES; system says      YES
R  751 Answer key says      YES; system says      YES
W  752 Answer key says  UNKNOWN; system says      YES
R  753 Answer key says      YES; system says      YES
R  754 Answer key says      YES; system says      YES
R  755 Answer key says  UNKNOWN; system says  UNKNOWN
R  756 Answer key says      YES; system says      YES
R  757 Answer key says      YES; system says      YES
W  758 Answer key says      YES; system says  UNKNOWN
R  759 Answer key says  UNKNOWN; system says  UNKNOWN
W  760 Answer key says  UNKNOWN; system says      YES
R  761 Answer key says      YES; system says      YES
W  762 Answer key says  UNKNOWN; system says      YES
R  763 Answer key says      YES; system says      YES
R  764 Answer key says      YES; system says      YES
W  765 Answer key says       NO; system says      YES
R  766 Answer key says      YES; system says      YES
W  767 Answer key says  UNKNOWN; system says      YES
R  768 Answer key says      YES; system says      YES
W  769 Answer key says       NO; system says      YES
W  770 Answer key says       NO; system says      YES
R  771 Answer key says      YES; system says      YES
W  772 Answer key says  UNKNOWN; system says      YES
W  773 Answer key says      YES; system says  UNKNOWN
R  774 Answer key says      YES; system says      YES
W  775 Answer key says  UNKNOWN; system says      YES
W  776 Answer key says  UNKNOWN; system says      YES
R  777 Answer key says      YES; system says      YES
W  778 Answer key says      YES; system says  UNKNOWN
R  779 Answer key says      YES; system says      YES
W  780 Answer key says       NO; system says      YES
R  781 Answer key says  UNKNOWN; system says  UNKNOWN
R  782 Answer key says      YES; system says      YES
W  783 Answer key says  UNKNOWN; system says      YES
R  784 Answer key says      YES; system says      YES
W  785 Answer key says  UNKNOWN; system says      YES
R  786 Answer key says      YES; system says      YES
R  787 Answer key says      YES; system says      YES
W  788 Answer key says  UNKNOWN; system says      YES
W  789 Answer key says  UNKNOWN; system says      YES
W  790 Answer key says      YES; system says  UNKNOWN
R  791 Answer key says      YES; system says      YES
R  792 Answer key says  UNKNOWN; system says  UNKNOWN
W  793 Answer key says  UNKNOWN; system says      YES
W  794 Answer key says       NO; system says  UNKNOWN
R  795 Answer key says      YES; system says      YES
W  796 Answer key says      YES; system says  UNKNOWN
W  797 Answer key says       NO; system says  UNKNOWN
W  798 Answer key says  UNKNOWN; system says      YES
W  799 Answer key says  UNKNOWN; system says      YES
W  800 Answer key says  UNKNOWN; system says      YES


Contingency table of responses
	  Y    U    N	<-----System says
Y	 180  223    7
U	  64  215   39
N	  25   47    0
|
+---------- Key says


Accuracy: 0.494
F(b=1/3): 0.505	 (F computed over YES and NO responses only)
	precision: 0.571
	recall:    0.373
